3630315483.64,2.86,4.83,1.272727,28.000000
3630315483.72,2.85,4.83,1.272727,28.000000
3630315483.83,2.85,4.83,1.272727,28.000000
3630315483.90,2.86,4.83,1.272727,28.000000
3630315483.99,2.85,4.83,1.272727,28.000000
3630315484.08,2.85,4.83,1.272727,28.000000
3630315484.15,2.85,4.83,1.272727,28.000000
3630315484.22,2.84,4.83,1.272727,28.000000
3630315484.34,2.85,4.83,1.272727,28.000000
3630315484.45,2.84,4.83,1.272727,28.000000
3630315484.55,2.85,4.83,1.272727,28.000000
3630315484.68,2.84,4.83,1.272727,28.000000
3630315484.79,2.87,4.83,1.272727,28.000000
3630315484.88,2.85,4.83,1.272727,28.000000
3630315484.96,2.86,4.83,1.272727,28.000000
3630315485.06,2.85,4.83,1.272727,28.000000
3630315485.17,2.85,4.83,1.272727,28.000000
3630315485.63,2.86,4.83,1.272727,28.000000
3630315485.84,2.84,4.83,1.272727,28.000000
3630315485.95,2.86,4.83,1.272727,28.000000
3630315486.05,2.85,4.83,1.272727,28.000000
3630315486.16,2.86,4.83,1.272727,28.000000
3630315486.26,2.87,4.83,1.272727,28.000000
3630315486.36,2.86,4.83,1.272727,28.000000
3630315486.47,2.85,4.83,1.272727,28.000000
3630315486.57,2.86,4.83,1.272727,28.000000
3630315486.67,2.85,4.83,1.272727,28.000000
3630315486.76,2.86,4.83,1.272727,28.000000
3630315486.87,2.86,4.83,1.272727,28.000000
3630315486.99,2.85,4.83,1.272727,28.000000
3630315487.09,2.85,4.83,1.272727,28.000000
3630315487.17,2.86,4.83,1.272727,28.000000
3630315487.34,2.86,4.83,1.272727,28.000000
3630315487.41,2.85,4.83,1.272727,28.000000
3630315487.51,2.85,4.83,1.272727,28.000000
3630315487.57,2.86,4.83,1.272727,28.000000
3630315487.67,2.86,4.83,1.272727,28.000000
3630315487.76,2.86,4.83,1.272727,28.000000
3630315487.84,2.85,4.83,1.272727,28.000000
3630315487.94,2.85,4.83,1.272727,28.000000
3630315488.03,2.86,4.83,1.272727,28.000000
3630315488.13,2.85,4.83,1.272727,28.000000
3630315488.22,2.85,4.83,1.272727,28.000000
3630315488.29,2.85,4.83,1.272727,28.000000
3630315488.37,2.86,4.83,1.272727,28.000000
3630315488.46,2.86,4.83,1.272727,28.000000
3630315488.53,2.85,4.83,1.272727,28.000000
3630315488.63,2.86,4.83,1.272727,28.000000
3630315488.76,2.87,4.83,1.272727,28.000000
3630315488.86,2.88,4.83,1.272727,28.000000
3630315488.95,2.89,4.83,1.272727,28.000000
3630315489.04,2.92,4.83,1.272727,28.000000
3630315489.15,2.95,4.83,1.272727,28.000000
3630315489.24,2.96,4.83,1.272727,28.000000
3630315489.34,2.99,4.83,1.272727,28.000000
3630315489.47,3.03,4.83,1.272727,28.000000
3630315489.58,3.05,4.83,1.272727,28.000000
3630315489.69,3.07,4.83,1.272727,28.000000
3630315489.80,3.10,4.83,1.272727,28.000000
3630315489.89,3.11,4.83,1.272727,28.000000
3630315489.99,3.13,4.83,1.272727,28.000000
3630315490.08,3.16,4.83,1.272727,28.000000
3630315490.20,3.18,4.83,1.272727,28.000000
3630315490.30,3.21,4.83,1.272727,28.000000
3630315490.40,3.24,4.83,1.272727,28.000000
3630315490.50,3.25,4.83,1.272727,28.000000
3630315490.59,3.28,4.83,1.272727,28.000000
3630315490.68,3.29,4.83,1.272727,28.000000
3630315490.76,3.33,4.83,1.272727,28.000000
3630315490.87,3.38,4.83,1.272727,28.000000
3630315490.96,3.44,4.83,1.272727,28.000000
3630315491.06,3.47,4.83,1.272727,28.000000
3630315491.16,3.58,4.83,1.272727,28.000000
3630315491.27,3.67,4.83,1.272727,28.000000
3630315491.38,3.77,4.83,1.272727,28.000000
3630315491.46,3.85,4.83,1.272727,28.000000
3630315491.57,3.95,4.83,1.272727,28.000000
3630315491.66,4.06,4.83,1.272727,28.000000
3630315491.75,4.16,4.83,1.272727,28.000000
3630315491.86,4.26,4.83,1.272727,28.000000
3630315491.94,4.36,4.83,1.272727,28.000000
3630315492.06,4.49,4.83,1.272727,28.000000
3630315492.14,4.58,4.83,1.272727,28.000000
3630315492.24,4.68,4.83,1.272727,28.000000
3630315492.33,4.74,4.83,1.272727,28.000000
3630315492.41,4.86,4.83,1.272727,28.000000
3630315492.51,4.95,4.83,1.272727,28.000000
3630315492.59,5.05,4.83,1.272727,28.000000
3630315492.69,5.12,4.83,1.272727,28.000000
3630315492.77,5.20,4.83,1.272727,28.000000
3630315492.87,5.32,4.83,1.272727,28.000000
3630315492.95,5.40,4.83,1.272727,28.000000
