3630321550.90,10.88,11.00,2.000000,28.000000
3630321551.02,10.89,11.00,2.000000,28.000000
3630321551.15,10.88,11.00,2.000000,28.000000
3630321551.27,10.90,11.00,2.000000,28.000000
3630321551.39,10.90,11.00,2.000000,28.000000
3630321551.52,10.91,11.00,2.000000,28.000000
3630321551.66,10.92,11.00,2.000000,28.000000
3630321551.75,10.94,11.00,2.000000,28.000000
3630321551.90,10.94,11.00,2.000000,28.000000
3630321551.98,10.95,11.00,2.000000,28.000000
3630321552.09,10.96,11.00,2.000000,28.000000
3630321552.19,10.95,11.00,2.000000,28.000000
3630321552.31,10.98,11.00,2.000000,28.000000
3630321552.42,11.00,11.00,2.000000,28.000000
3630321552.53,11.01,11.00,2.000000,28.000000
3630321552.65,11.00,11.00,2.000000,28.000000
3630321552.77,11.01,11.00,2.000000,28.000000
3630321552.88,11.01,11.00,2.000000,28.000000
3630321552.97,11.02,11.00,2.000000,28.000000
3630321553.07,11.02,11.00,2.000000,28.000000
3630321553.14,11.03,11.00,2.000000,28.000000
3630321553.23,11.04,11.00,2.000000,28.000000
3630321553.33,11.03,11.00,2.000000,28.000000
3630321553.44,11.04,11.00,2.000000,28.000000
3630321553.55,11.05,11.00,2.000000,28.000000
3630321553.67,11.05,11.00,2.000000,28.000000
3630321553.75,11.05,11.00,2.000000,28.000000
3630321553.84,11.04,11.00,2.000000,28.000000
3630321553.99,11.05,11.00,2.000000,28.000000
3630321554.13,11.04,11.00,2.000000,28.000000
3630321554.33,11.03,11.00,2.000000,28.000000
3630321554.48,11.04,11.00,2.000000,28.000000
3630321554.62,11.02,11.00,2.000000,28.000000
3630321554.73,11.04,11.00,2.000000,28.000000
3630321554.88,11.03,11.00,2.000000,28.000000
3630321555.00,11.01,11.00,2.000000,28.000000
3630321555.11,11.01,11.00,2.000000,28.000000
3630321555.20,11.01,11.00,2.000000,28.000000
3630321555.28,11.02,11.00,2.000000,28.000000
3630321555.40,11.01,11.00,2.000000,28.000000
3630321555.53,11.00,11.00,2.000000,28.000000
3630321555.66,11.01,11.00,2.000000,28.000000
3630321555.78,11.00,11.00,2.000000,28.000000
3630321555.90,11.00,11.00,2.000000,28.000000
3630321555.98,11.00,11.00,2.000000,28.000000
3630321556.09,11.00,11.00,2.000000,28.000000
3630321556.18,10.98,11.00,2.000000,28.000000
3630321556.33,10.98,11.00,2.000000,28.000000
3630321556.43,10.99,11.00,2.000000,28.000000
3630321556.57,10.99,11.00,2.000000,28.000000
3630321556.68,10.98,11.00,2.000000,28.000000
3630321556.79,10.98,11.00,2.000000,28.000000
3630321556.90,10.99,11.00,2.000000,28.000000
3630321557.02,11.00,11.00,2.000000,28.000000
3630321557.13,10.98,11.00,2.000000,28.000000
3630321557.30,10.98,11.00,2.000000,28.000000
3630321557.54,10.98,10.50,2.000000,28.000000
3630321557.77,10.93,12.00,2.000000,28.000000
3630321557.96,10.96,12.67,2.000000,28.000000
3630321558.11,11.08,12.67,2.000000,28.000000
3630321558.22,11.21,12.67,2.000000,28.000000
3630321558.34,11.34,12.67,2.000000,28.000000
3630321558.47,11.49,12.67,2.000000,28.000000
3630321558.60,11.63,12.67,2.000000,28.000000
3630321558.72,11.79,12.67,2.000000,28.000000
3630321558.87,11.96,12.67,2.000000,28.000000
3630321559.02,12.14,12.67,2.000000,28.000000
3630321559.17,12.30,12.67,2.000000,28.000000
3630321559.33,12.47,12.67,2.000000,28.000000
3630321559.46,12.58,12.67,2.000000,28.000000
3630321559.58,12.70,12.67,2.000000,28.000000
3630321559.71,12.82,12.67,2.000000,28.000000
3630321559.84,12.90,12.67,2.000000,28.000000
3630321559.96,13.00,12.67,2.000000,28.000000
3630321560.09,13.06,12.67,2.000000,28.000000
3630321560.19,13.13,12.67,2.000000,28.000000
3630321560.31,13.19,12.67,2.000000,28.000000
3630321560.44,13.23,12.67,2.000000,28.000000
3630321560.55,13.25,12.67,2.000000,28.000000
3630321560.66,13.30,12.67,2.000000,28.000000
3630321560.76,13.30,12.67,2.000000,28.000000
3630321560.86,13.33,12.67,2.000000,28.000000
3630321560.98,13.33,12.67,2.000000,28.000000
3630321561.08,13.32,12.67,2.000000,28.000000
3630321561.19,13.30,12.67,2.000000,28.000000
3630321561.32,13.30,12.67,2.000000,28.000000
3630321561.42,13.28,12.67,2.000000,28.000000
3630321561.55,13.26,12.67,2.000000,28.000000
3630321561.65,13.24,12.67,2.000000,28.000000
3630321561.76,13.18,12.67,2.000000,28.000000
3630321561.87,13.16,12.67,2.000000,28.000000
3630321561.98,13.12,12.67,2.000000,28.000000
3630321562.11,13.06,12.67,2.000000,28.000000
3630321562.22,13.02,12.67,2.000000,28.000000
3630321562.34,12.96,12.67,2.000000,28.000000
3630321562.47,12.92,12.67,2.000000,28.000000
3630321562.58,12.88,12.67,2.000000,28.000000
3630321562.69,12.84,12.67,2.000000,28.000000
3630321562.84,12.78,12.67,2.000000,28.000000
3630321563.15,12.67,13.50,2.000000,28.000000
3630321563.32,12.66,19.67,2.000000,28.000000
3630321563.44,12.85,19.67,2.000000,28.000000
3630321563.57,13.05,19.67,2.000000,28.000000
3630321563.68,13.29,19.67,2.000000,28.000000
3630321563.80,13.46,19.67,2.000000,28.000000
3630321563.94,13.71,19.67,2.000000,28.000000
3630321564.08,13.97,19.67,2.000000,28.000000
3630321564.22,14.18,19.67,2.000000,28.000000
3630321564.36,14.40,19.67,2.000000,28.000000
3630321564.48,14.59,19.67,2.000000,28.000000
3630321564.60,14.78,19.67,2.000000,28.000000
3630321564.71,14.96,19.67,2.000000,28.000000
3630321564.82,15.13,19.67,2.000000,28.000000
3630321564.94,15.32,19.67,2.000000,28.000000
3630321565.05,15.46,19.67,2.000000,28.000000
3630321565.15,15.65,19.67,2.000000,28.000000
3630321565.26,15.78,19.67,2.000000,28.000000
3630321565.37,15.94,19.67,2.000000,28.000000
3630321565.47,16.09,19.67,2.000000,28.000000
3630321565.58,16.25,19.67,2.000000,28.000000
3630321565.69,16.39,19.67,2.000000,28.000000
3630321565.79,16.52,19.67,2.000000,28.000000
3630321565.89,16.68,19.67,2.000000,28.000000
3630321566.00,16.81,19.67,2.000000,28.000000
3630321566.11,16.97,19.67,2.000000,28.000000
3630321566.20,17.10,19.67,2.000000,28.000000
3630321566.29,17.20,19.67,2.000000,28.000000
3630321566.38,17.32,19.67,2.000000,28.000000
3630321566.47,17.44,19.67,2.000000,28.000000
3630321566.56,17.55,19.67,2.000000,28.000000
3630321566.64,17.65,19.67,2.000000,28.000000
3630321566.74,17.80,19.67,2.000000,28.000000
3630321566.83,17.87,19.67,2.000000,28.000000
3630321566.91,18.01,19.67,2.000000,28.000000
3630321567.01,18.12,19.67,2.000000,28.000000
3630321567.11,18.24,19.67,2.000000,28.000000
3630321567.23,18.38,19.67,2.000000,28.000000
3630321567.33,18.49,19.67,2.000000,28.000000
3630321567.43,18.62,19.67,2.000000,28.000000
3630321567.55,18.75,19.67,2.000000,28.000000
3630321567.66,18.85,19.67,2.000000,28.000000
3630321567.75,18.99,19.67,2.000000,28.000000
3630321567.86,19.10,19.67,2.000000,28.000000
3630321567.97,19.23,19.67,2.000000,28.000000
3630321568.08,19.33,19.67,2.000000,28.000000
3630321568.17,19.45,19.67,2.000000,28.000000
3630321568.28,19.55,19.67,2.000000,28.000000
3630321568.38,19.65,19.67,2.000000,28.000000
3630321568.49,19.74,19.67,2.000000,28.000000
3630321568.60,19.84,19.67,2.000000,28.000000
3630321568.71,19.91,19.67,2.000000,28.000000
3630321568.83,20.01,19.67,2.000000,28.000000
3630321568.96,20.09,19.67,2.000000,28.000000
3630321569.11,20.18,19.67,2.000000,28.000000
3630321569.25,20.23,19.67,2.000000,28.000000
3630321569.38,20.25,19.67,2.000000,28.000000
3630321569.48,20.31,19.67,2.000000,28.000000
3630321569.61,20.33,19.67,2.000000,28.000000
3630321569.71,20.37,19.67,2.000000,28.000000
3630321569.83,20.36,19.67,2.000000,28.000000
3630321569.93,20.38,19.67,2.000000,28.000000
3630321570.06,20.37,19.67,2.000000,28.000000
3630321570.17,20.35,19.67,2.000000,28.000000
3630321570.27,20.34,19.67,2.000000,28.000000
3630321570.39,20.31,19.67,2.000000,28.000000
3630321570.50,20.27,19.67,2.000000,28.000000
3630321570.61,20.24,19.67,2.000000,28.000000
3630321570.72,20.20,19.67,2.000000,28.000000
3630321570.84,20.16,19.67,2.000000,28.000000
3630321570.95,20.12,19.67,2.000000,28.000000
3630321571.06,20.08,19.67,2.000000,28.000000
3630321571.17,20.04,19.67,2.000000,28.000000
